Text,Sentiment
sound not sufficient,neutral
Camera Quality and Battery Quality is very good. Has problem with face recognition at night some times at day time also.,positive
Good phone for low budget person Low budget phone with high quality Camera best but battery life little shorter,positive
not water tight,negative
Nice product & amazon,positive
littel bit defective on from front side,negative
small size 6 month baby,neutral
Its one of the brst Smart TV ever i bought,positive
very good quality but it is little bit hard to play,neutral
very pathetic kent is looting money in the name of free installation and service its products is very costly compared to other brands like its pre filter costs 1200 rupees while other brands providing in 300 to 500 rupees its other spare part is too much expensive compared to other brands this brand is making fool to people in the name of free service and installation the installation boy will take 1200 rupees for prefilter after installation you also can not use other brand prefilter b,negative
Earlier I was using realme 1 which I found great mobile. Than u1 lunched i liked the notch it makes the device good looking. The battery life is promising and finger print scanner is too good. Sometimes the camera doesn't give great clicks but it is fair at this price.,positive
got a defective fan,negative
"There is only Notch design, rest this phone is useless. Worst camera quality and very bulky phone. Its my request to other please don't give positive reviews to worst product just because you get paid.",neutral
its ok,neutral
you dont yr spoil money,neutral
"Pathetic phone from Samsung, it's getting hit day one it self, and not even Amazon ready to return the product and not help at all, just waisted my money. Don't but this phone at all,",negative
"If you want only Facebook, YouTube, WhatsApp and calls, then u can buy this device",neutral
Best for small places,neutral
waste of money no words thats all,negative
"Phone is light in weight, battery performance is also good. But camera and sound is not so fine.",neutral
back wheel bearing problem,neutral
half of the seeds are not workingbut good products,neutral
"Camera Not As Per Describe,",negative
mobile over heating..,neutral
not good feel secondhand peice,negative
👍👌👌👌👌👍,positive
Nice look in best prices,positive
Honestly speaking... It's a great device. Camera is one of the main highlight of this device. And the wrap charge 30T is extremely fast. It charge the phone in an hour. But there is only one issue that I am facing is raise to wake and tap to wake is working properly in my device. Means sometimes it's working and sometimes it's not. The issue for this is I've press the power button then only I am able to unlock the screen. I hope this issue will get resolved in near future.,positive
"Picture quality is little better than Panasonic LED tv. (Which I had previously) Sound is good. Google play for tv have very less apps. Netflix Amazon prime not available. Rest of the apps mentioned by company needs purchase login to view movies and serials. Google talks functions excellent whereas google cast works only for an hr. (After that u needs to restart tv. Cause It won't connect again. And if u r watching movie, then it's irritating) So I'm quiet disappointed with this tv. Mi u lost my trust.!",neutral
its a bad product not as much as we expected problem with jarsnot fit to mixer,negative
Installation partner not proper. Didn’t come for installation.,negative
"This is an amazing smartphone comes with very good options with camera, RAM and monstrous battery of 6000 mAh with battery life of two days. Screen touch is also very fast and no hanging. No heating is observed after continuous watching of vidoes more than 6 to 8 hours. Triple rear camera clarity and focus is very good.",positive
Very good performance. But want little bit improvement,positive
All items are pretty good but only problem with corner screen All 4 corner are black faded,positive
Not a great phone from MI.,negative
Total android... but pitcher and sound quality not good,neutral
pipes are disoriented unable to install,negative
My personal experience with Mi phone have generally been positive. this is also a good phone in this price,positive
Battery life good Pictures quality average Sound quality average,neutral
the product is awesome but please try to improve bottle quality,neutral
This is one of the Worst Mobile Manufactured By MI Don't Buy it's it's complete wastege Of Money Nothing Good ! You will cry When you Use it,negative
Good phone within budget for my son,positive
"Worthless product, Bluetooth sound quality is too poor. Waste of money.",negative
made in china it takes 3 hours to reduce the pm25 from 165 to below 50 useless product,negative
description says for heavy winter maybe winters of kerala but if you are in north india and see temperature like 34 degrees then this will not work its good for early winter but for cold winter days its not at all suitable quality of blanket is also average not great,neutral
I'm happy with the purchase as it is one of the best power banks I've used and it's not all that bulky for a 20k mAh battery...,positive
I'm not getting TV stands and no one come for installation till now kindly arrenge it as soon as possible,negative
its neither waterproof nor long lasting disappointed,negative
"I am facing problem while calling. ""While i turn ON loud speaker during call, my person on the other side cannot hear me."" This only happen when i turn on Loud speaker.",negative
Within 3 months it gets loosen,negative
these boots come in handy they come in handy,neutral
Summary:- 1. Good (not best as redmi states) front camera 2. Avg. rear camera 3. Decent processor 4. No fast charging 5. Heats up more when compared to vivo or oppo 6. Can't experience bazzel-less experience as youtube does not play on full screen (not even the inbuilt video player),neutral
Good phone for the price.. Does meet the purpose,positive
Step count is not working properly. It counts even when travelling in a vehicle . Otherwise great smartband,positive
It lioks good as of now .. It has been only 2 days. It is little bulky but is also having 20k mah so..,positive
"NOTE: @ This is detailed comparison between iPhone 8, X, XS & XR, after using each of them for a month. @ I am also stating the detailed battery performance of each phone. This is a long review, but its worth if you willing to spend your hard earned money. BUILT QUALITY : -------------------- # iphone 8 and XR have glass front and back, ringed with metal frames (aluminum), which looks more premium and worth the price you pay. But also are susceptible to easy damages. # iphone X and XS are made of stainless steel, which don't appears that luxurious comparatively, but are more sturdier and less prone to damage compared to 8 and XR. # Among all iphone 8 is lightest and XR heaviest, with X and XS being almost similarly weighed. # To me in this parameter, iphone 8 seems the better choice. DISPLAY : ----------- # iphone 8 has smallest display(4.7"") and XR the biggest(6.1""), with X and XS with same size(5.8""), so is the screen to body ratio. # Display resolution of X and XS is same and the best amongst all, while 8 and XR is same and lowest ( NOT even FHD ). Similarly, X & XS have OLED, while 8 & XR have LCD :P # According to my usage I found X & XS to be much better value for money in terms of display quality. SYSTEM PERFORMANCE : ----------------------------- # I noticed XS performing slightly better than XR, though both of them have same processor. Followed by X and 8. # If you are normal user like me then you wont mind using iphone 8 over XS, as 8 can do everything that XS can easily. # I found X to be better value for money in this segment. BATTERY PERFORMANCE : ------------------------------ # All 4 phones are equipped with fast charging, wireless charging. # XR use to last over 20 hours with normal multitasking, with 4G ON continuously all the time. *XS use to last between 16-18 hours, X did 14-15 hours and 8 use to lasts upto 12 hours. # With Heavy multitasking, XR lasted over 11 hours, XS did over 9 hours, X lasted over 8 hours and 8 lasted upto 6 hours. # Certainly XR outshines others in battery performance. CAMERA : ----------- # In this segment, I noticed iphone X to be the best among all when using Rear camera. * Colours are more punchy and true to real. Night time photography is also excellent. # XS sometimes does better over X, but not always. # Front camera of X, XS and XR are same and performs almost similarly. # Each one supports 4K, OIS, slow motion. PRICE (64GB) : --------------- 8 - Rs.55K X - Rs.75K XR - Rs.77k XS - Rs.99K # Here certainly 8 is winner :P P.S: you get a physical home button on iphone 8, which certainly comes handy. VERDICT : ----------- After using each phone, I can conclude that if you are tight on budget then going for iphone 8 is best choice. If you have 80k to spare, then certainly go for iphone X. And if budget is not in your dictionary, then certainly go for iphone XS. To me iphone XR is not worth the price at all, except the battery performance, it doesn't have any noticeable parameter. If you already own a iphone 7, then don't upgrade unless, you have money to waste. If you have 6s or below, then only go for upgrade. Hope this review helps.",neutral
size to much short,neutral
after using 4 weeks batter up to 5 hoursbass quality in this price so besttreble is clear light distortion at above 80 volume overall go for itfor cinematic sound experience,neutral
The phone hitting a lot,neutral
not working in mic,negative
"The phone has decent features and all seems good until I found a blocker. The phone freezes on rebooting right after the security update (rolled out on March 2019). Tested in both first and replacement mobile, but the experience is same. Very disappointed!!! How does it released to customer without proper testing?! Amazon agreed to refund the money. Apart from this blocker, this model looks like a decent one.",neutral
"It's fabulous,awesome and tremendous sound from a little handy one loved the colour,takes 45 mom for charging and gives 3 hours of usage!!! Loved it!!!",positive
I've face maximum tower issues... Mi service centre employees don't know how to satisfy customer... I've shoing picture call recording... After sell poor service management,neutral
Better phone with mid range price. The build quality is comparably average. Good picture quality and processing power. Battery is same as rating,positive
Great Phone Amazingly working camera quality is good but it modify you in the camera battery life while gaming in freefire pubg is also very good... Recommend,positive
waste its not working,negative
"It’s unbelievable that this phone is made by Xiaomi. - One of the poor displays I’ve seen. The pixels are so obviously visible. - The finger print sensor is too slow. I’d rather be happy with a faster off-screen finger print sensor. - No fast charger inside box, unlike Realme 5 pro, which is better than Mi A3 in all aspects. - Camera is not bad. Asus Max Pro M2 camera is so top notch for that price. Can’t believe that companies are still pulling off stunts talking Megapixel terms. Only significant pro so far IMO is that this is an Android One phone. Luckily no Xiaomi bloatware. However, I was flabbergasted to find “Mi Services” in settings, which allows to send data to Xiaomi servers.",neutral
"Battery drains very fast, earpiece hears low voice we have to adjust and hear",neutral
"Till now, the product is good in usage. The screen is really big and the voices quality is really impressive. The battery lasts for whole day and the picture quality is superb. The only issue is memory as its only 32gb but its expandable as memory card shot is available.",positive
Not sure,positive
excellent value for money buy. clarity is very good,positive
This phone haven't any warranty Card.,neutral
Very bad product.... Battery life is very poor... Don't buy phone... Phone charged 100% after 1 hour it will discharge completely 15% then switched off... No return policy also applicable...,negative
colour fade off after one wash,negative
No auto sensor light off during call.. always display on during calls,neutral
Noise cancelation is very bad very bad that I regret buying. Others can here loud every minuit details of what's happening near u N charging is very poor I think hardly 2 hrs,negative
product good but remote quility so bad,neutral
Samsung M30s is fail model. From first day of start its screen getting hanging issue... Randy any time it hang during any application... No back space working.. No screen touch working... Samsung added worst model in line up... I have taken more feedback from my other friends who purchased same model and they also facing same issue... Team amazom don't pramot fail model....,negative
so far so good i had this voltages fluctuate situation at my home and all my lights were flickering and dimming but my tv didnt face any issues bcz of this awesome product i had cut the power to tv immediately but that is another thing i think tv might get damaged if i was not using this bluechip update on june 3rd it stopped working all of sudden and tried to contact for warranty but i got no response,negative
Overall good and value for money,positive
Very satisfied with this product. Easy to install software and no connectivity issues. About one month used and found no issues. Battery backups up to 70-75hrs. Quiet easy charging. Features are excellent compared to other smart watches used previously. Thanks amazon for this product,positive
dont buy over heat,negative
"I received this Phone in a very bad state , it looked like it is already used by someone and has been repacked, the moments after unboxing I could see the fingerprints on the screen, even the do not accept seal was already broken, later when I tried to switch the device on, the phone got stuck with the Samsung logo for more than 20 minutes. Bad customer experience",negative
"picture quality"", ""sound quality"" and ""battery life"" are best",positive
Every thing is decent but audio quality is extremely low which is very annoying. DOLBY ATMOS does nothing good to the sound either..,neutral
worst product within use of 6 months it broke,negative
Product is ok is not valuable product the phone is very hanging problem on voice not clearing fingerprint is not good phone is very hot battery is very hot,neutral
Price and product,positive
west product money booka not working after one week,neutral
not working my fan,negative
very bad productfast over heating and blast issues,negative
okgood,neutral
cheap quality very poor product never buy this product,negative
bad quality dont money waste please,negative
Just good ... Would have to compromise with some extent although all is good.,neutral
Head set missing in box,neutral
not happy,negative
worst glue dot,negative
size is not as shown in listing and quality is also not good,negative
Awesome product. Thanks Amazon,positive
it can not throw air upto 20 ft and crompton has mentioned it can throw air upto 45 ft so dont fall for that,neutral
Its totally wastage of money Camera quality is like old Chinese phones. And the price variation i bought it in 10999 and now its 8999 only after a month.,negative
"I'm always anti Xiaomi due to their build quality. But bought this on recommendation of my friends. Turns out they weren't wrong at all. This actually is a sturdy piece, with great battery life.",positive
not good for use while having shower it falls down again n again,negative
first of all i should had to go in amazon usb port not working returnexchange policy is very bad me and my family were doing shopping minimum 15k monthly shopping here which need be stop now onward,negative
"This laptop isn't as fast as my work laptop, and gets the job done so far for being my college laptop. It's kinda bulky though and the mouse track sucks. Get a wireless mouse for that, and upgrade to an SSD with more RAM when you can. Be careful though if carrying in a bookbag laptop component, as one side is plastic vents that may break on impact if that is the side facing downwards in your bag.",positive
SANDISK !,positive
"1. The display quality is just fabulous 2. The One UI is just amazing with lots of awesome features like night mode, blue light filter etc. The UFS 2.1 makes it very easy to open any apps in fraction of seconds 3. Camera is above average in day light and average in low light. 4. Sound quality is decent. It is not loud enough, but the clarity is crystal clear. Sound output through 3 mm jack s also very good. 5. The RAM management is very nice compared to other phones in this price segment. 6. 6000 MAH battery is very good, but Exynos 9611 processor needs more optimization. For normal usage, it might come upto one and a half day and for a heavy user, it might come for one day strictly. Screen on Time is between 6.5 to 8 hours. 7. There is no heating issue when you are in call or normal internet usage, but when you use camera or OLA or Uber continuously for 20 mins, the phone heats up. 8. The call quality is very good. No call drops. If Samsung fixes the issue of battery draining and heating issue in an update, this device would be really awesome. Overall Samsung Galaxy M30s is a very good phone with lots of features in this price segment.",positive
Product is quite awesome but bass quality is not good. But in this price range its awesome and 1 year warranty too so if you want this as a calling purpose so go ahead with this product...,positive
1good product 2value for money 3nice performance,neutral
"It is very early to comment, the first experience with the phone is awesome. However, I am quite disappointed with the camera, though even using triple camera the quality not at par, it produces grains in low light as well as the effect of selfie-cam and main camera is not very effective. There are other phone which is providing good results, even in the lesser camera configuration. Though, I trust Vivo as a brand is good would really ensure to upgrade the software and application of the camera in the next software upgrade. So guys if anyone buying this phone for camera, please think about it again.",neutral
This product is so nice at Good price I like so much advice to buy my friends circle,positive
Firstly I congratulate samsung for this product it is best in this range battery life of this is wonderfull secondly camera quality and clearity is best it gives the look of dslr in pictures its super amoled screen is making this product prime and the thing i like in this is its fingerprint reader and face working and fast movement its sound quality is also good and the colour samsung provided in this is also made this product beutiful thank you amazon and thank you samsung...😍😍 i love this product 😍😍😍🥰,positive
value for money average,neutral
It is very good mobile in this price range I got it for 5400 only I take very desent photos I was satisfied with the 🔋battery it last for 1.5day Normal usage,positive
i am using this laptop for a month parformance waise is good gaming is very smooth but i face some buzz sound problem,neutral
Value for money .....👍,positive
"nice book with such a discounted price tag, thanks amazing amazon",positive
As of now. No issue. Mobile working good,positive
a decent one with one problemmy unit just heats to one side only,neutral
quality very bed and saiz not standard,neutral
bad insulation water is getting cold in 2 to 3 hrs,negative
Worst camera ever i sold my mi note 4 for this...the camera clarity is very bad...🤢..picture quality is also very bad...... Amazon has impressed me with the best and fastest delivery service...,negative
It's a damaged product...after using for five days the card was corrupted,negative
For the price delivers well,positive
"Excellent product from Samsung. Highly recommended guys. Batter life is just awesome. Don't wait. Just buy. It's worth every penny 🤩 Prons : 1.Battery backup and life 2.Super amoled display 3.Fast charging (15w) 4.Samsung's user interface 5.Headphone Jack (which most of the new models don't provide) 6. Lightweight even though it's 6000 mAh battery 7. Pocket friendly (value for money) 8. Super studymode in 4k 9. Night mode 10. Fast Face unlocking even inside the dark room Cons: 1. You will have to buy headphones, back cover and template glass separately (not inside the box) 2. The top ear speaker could have been louder",positive
useless and incomplete product ball doesnt get fixed anywhere the whole concept is a failure as the ball itself will fall in speed humps,negative
excellent for aspirants preparing for competitive exams,positive
A superb product with amazing audio quality. Packs a punch and one can clearly listen to each and every beat of the song clearly! 😍,positive
"Within few month, stoped working",negative
very small price big,neutral
not useful for regular use it strictly for body building persons,negative
No bad,positive
genuine products,neutral
Camera feature not working properly... battery not support for 5 hours when we use internet...,negative
i dont know how authentic its purification technique because all the time shows green indication whether we keep this in empty room or fully occupied roomand specially in delhi so guys before buying this try to compare with some other gud brands,negative
"Using since 4 days. Disappointed with the charging speed. It takes more than 3 hours to charge from 0 to 100%. Did not expected Samsung to choose 15W charger for such monster battery. Atleast 18W or more charger is necessary for such battery. Except charging speed everything looks good till now. Camera is average, not like 48MP but this is the best option available in this price segment. Look and rest of the things are fine.",neutral
"Product is goo, but sound quality is bad. The sound gets blur on increased volume. Can it be replaced or looked into ?",neutral
some damages on the mixy,negative
dont buy this product this is waste of moneyproduct is not made of cotton product is cheapest one,negative
base is awesome,neutral
It's a wonderful smart device. Works funtastic. My kid likes it alot. Highly recommended.,positive
fabric quality bad not as expected,negative
"Hello, I'm a casual nature photographer and here is my quick review on Nikon D5300. I started my photography hobby with Nikon D3200 and got familiar in a month. Its the best dslr camera for beginners to get started into photography field. Meanwhile I bought two lenses, Nikon AF-S 55-200mm for bird photography and AF-S 35mm for general photography. Both of these lenses are good and sharp. After 2 years, I felt the need of upgrade because D3200 had some lacking features as given below and 200mm was short for bird photography. I sold it last month and bought this Nikon D5300 Dual Lens Kit from JJ Mehta. This is a wonderful camera and fulfills all my present requirements. It feels sturdy in hands and buttons are easy to operate. UI is user friendly and straightforward. Screen is slightly warmer but pleasant to view photos in the day and night. Compared to my previous dslr, this one has improved image sensor, 2,016 pixels exposure metering sensor, 4800DX AF system, EXPEED 4 image processor, no AA filter, lesser shutter lag and etc. Hence its more powerful and takes much better photos. Nikon AF-P 18-55mm and 70-300mm lenses take sharp photos from end to end focal length and wide open. The new AF-P technology is very fast in focusing, accurate and silent. Also there was no issues focusing in low light situations whereas my other AF-S lenses struggle big time. The focus ring is electronic so its very smooth and precise but only works when the camera is ON. In other words, focus ring is connected to AF motor and that moves the lens elements. Unfortunately both the lenses have different filter size (55mm and 58mm respectively) so I had to buy two different size MC-UV filters for them. Here is the list of features that I find very helpful and the same were lacking in D3200. 1. Framing grid in viewfinder. Helpful for products photography. 2. Auto ISO display in viewfinder. ISO sensitivity can be seen in viewfinder before the taking shot. 3. 39 AF points, 9 of them are cross type. With AF-P lens, its superfast and accurate. 4. Wide range of ISO sensitivity selection. i.e 100, 125, 160, 200, 250 & so on. 5. Adjustable compensation values for minimum shutter speed in Auto ISO. i.e Slower, slow, normal, fast, faster. 6. Low and high continuous release modes. Helpful for bird photography. 7. Give rating for photos within the camera. 8. Custom my menu list. I can add useful settings in that list so I don't have to search in main list. 9. Built-in Wifi. I can use qDslrDashboard app to take photos from my smartphone without a wire connection. Tested and works fine. 10. Last but not least, the articulated screen. I'm not really a fan of it but it is indeed helpful sometimes. Finally, I would highly recommend this camera to amateur photographers. Even beginners can go for it instead of D3XXX so there is no need to upgrade early.",positive
"Using this for he past two months- the sound is balanced with adequate lows, mids and highs. While the bass is ok for normal listeners, don’t expect much if you are a bass head. Wished a better version of Bluetooth was given for more seamless experience; it sometimes losses connection when the mobile is in pocket. Overall, a good buy at this price point",positive
Display is the main feature of this phone. It is a media consumption device. Fingerprint reader has an average speed. Camera quality is good and the ultrawide camera is really helpful. The battery life is amazing!!!!!,positive
"very good product,good pic quality",positive
"Apple 6 proudct is good, got delivered on time got very good deal as well",positive
no objections with the product but about the cost its expensive,neutral
heating problem within 45 minutes,negative
Bought 1 month back. Currently facing problem during charging. It takes charging and some time it doesn't take. It happens very frequently. I am sad because of it. I am good with rest.,negative
varry bad,negative
Received damaged product. Seems used one,negative
The phone is good at its best price. But there are given 2 speakers but only only works. The fingerprint scanner is little bit slow. The camera quality is good. Battery life is good it lasts for more than a day.,positive
Excellent phone. Till date very happy with performance. Looking stylish and no doubt of nokia's build quality. After all Nokia brand is far away from today's stupid manufacturers and phones. 6gb plus 64gb excellent performance and quick response.At this prize love it and no complaints. Nobody will give u 6gb snap dragon processor in 4 digit prize. So don't blame and just enjoy speedy phone,positive
worst product waste of my money,negative
stopped working within 15 days of purchasenot worth it,neutral
Perfect 👌 phone for Android one lovers. Excellent Camera Quality and Battery Life. Super amoled Display 720P is better than Lcd/IPS panel 1080P.,positive
"Pros 1. Good battery life 2. Camera quality seems to be just okay Cons- 1. Position of earphone jack is really weird 2. Length of phone is too big, doesn't slip well in a formal pant pocket 3. Network as per my experience was better with Motorola phone. It's really poor with network connections 4. Bulky in weight 5.",negative
plates size is small bowl is too smallquality is ok but dont like the size,negative
"I love iPhone I love amazon I love amazon app. Bought this in emi for 29856, Best Buy....man... there is a reason why iPhone is famous as Harry Potter was famous.",positive
One of the best mobile m series M20 mobile Applications and software is good and updated version. Battery back up is excellent. Since I am using 6months . I am very happy with new product SM20. Better choice to buy a mobile. Thanks for Samsung .,positive
very bad stitching,negative
audio input is not available in this dslr and i tried to buy in somewhere but this item not available,neutral
This product is quite good and handy to use.,positive
Hi electricity bill from the airport,negative
"It is a good product at this cost. If you dont use many android features, go have it , though it has some limitations.Battery lasts long and it is sturdy. It gets slow after a while if you use a few more apps . 4G too works much better better on the higher versions. Than you can't see the screen in sunlight.",neutral
helpful but product is not high lvl,neutral
not charging battery after 2 days,neutral
after 10 to 15 times of usage stopped working and giving some burnt smell too,negative
45 MP camera is not upto the mark its looks like 16 mp focus.Else phone is ok,neutral
Very bad for Internet,negative
Very helpful.,positive
Quality of the product is good and works seamlessly with both my mobile and laptop.,positive
Sound quality is good but low cable strength. Need to be careful while handling cable,neutral
Nice product and best on this price,positive
"Team, I received my Samsung M30 mobile today. Unboxed it and didn't find Ear phones and complimentary back case for the device. Also Invoice copy was not sent properly, half paper generated Not happy with the way it is delivered",neutral
Not expected quality... Sound quality is very bad... Its duplicate product... does not pair with google Nexus,negative
Very good mobile. no complaints yet,positive
not true to size,negative
"Nice product. The steps counter is ok. Not very accurate though. The heart rate at rest seems fine but during exercise it gives a little higher reading. Well.. These inaccuracies are there in most other bands as well. Looks wise it is good. Battery gets exhausted quickly compared to Mi band. If you use all features, you have to charge it every alternate day.",positive
i feel very bad after seeing it this trouser material is very bad,negative
not so good its just ok,negative
"The product is good , atleast you can charge 2700 mah battery thrice , u can also charge 2 phones simultaneously.",positive
blanket is very low qulity,negative
Great product in all aspects,positive
Touch is smooth. Overall look and finish of the phone is very nice. Only thing which bothers is the camera quality which is really downgrade and u get blurry images as if they were taken from a decade old camera phone.,neutral
Size too large,positive
after using twice some part of the mixer broke from insideso it stopped workingbecause the warranty period was also expired so was left helpless didnt expect this to happen to a branded name like bajaj,negative
its not good for advanced one its good for very first beginners the quality was good tq for flipkart coz initially the was damaged and flipkart returned me a new one overall gold tq flipkart,negative
woow,neutral
waste product dont buy this waste of money,negative
Nothing to say about iPhone.,positive
not to good,negative
Genuine phone!,positive
This book is very nice.,positive
ballons quantity not as per given discription dont buy this product very worst,neutral
Within month mike and one side of it stopped working,negative
Bohot hi sasta phone wow!,positive
"Dissapointing phone!! Graduated from onleplus7 to 7T in just 2months but its been 3 weeks and the expirience with 7T has been really very poor and frustrating. Major Issue- the phone has a major display issue which comes into notice in the 2nd week. 1. ""Tap to Wake"" function doesn't work most of the times. You will have to press the power button to wake up the phone. 2. The ""Ambient Display"" function wherein the phone wakes up upon picking it up also doesn't work 80% of the time. REALLY FRUSTRATING No worth 40k price tag just for a Big screen and 3cameras. I doubt if d screen wud work for 1year also. Oneplus should come with solution if they actually care for Indian customers. Waste of Money",negative
the product is not good the charge is not good,negative
totally waste off money dont but,negative
Sanyo 32 inch led tv is better than Kevin tv,negative
"Picture quality is good,sound is awesome but battery is really bad, 4000 mah but it drains battery very fast, even when you don't used the mobile for one day it consumed 60%.full screen cannot be view on the mobile while watching videos,really a draw back.",neutral
very small dnt purchase,negative
hp cartridges are best quality but costly also,neutral
"Absolutely spot on, delivers perfectly to my needs. A good companion to carry on your travel.",positive
thankyou,neutral
"Its good phone in this range but i don't like menu interface and long pres app option prompt doesn't supported. so, i have to struggle to apply permission on apps takes long time.",positive
very poor bakwassss,negative
IPhone always working grateful. Nice touch with amazing phone,positive
small in size but high sound quality,neutral
worst quality of inknut,negative
very very very third class product dont purchase,neutral
First all of thank you Amazon for releaseing a fabulous Android television. It has a awesome picture quality n sound is also as best dolby( and no need of home theater for tv) n it's a very quick response. Lite weight product. I have played pubg in TV it's a good experience. And thanks for quick installation from Panasonic. But in TV apps the Amazon prime is missing but I hope it will upgrade forther.,positive
table stand is not fit,negative
"I purchased this mobile on lightning deal. After using few days and updating that Battery life is very worst. Charge is staying for only 4-5 hrs after fully charged even if it is ideal. still i am using only one SIM. if I use dual then not able to imagine the battery life. I guess, Amazon have cheated by offering this kind of deal.",neutral
it is bit smaller than the regular one seems it is made only for new currency note,neutral
product is good but it has no any type of plug to connect the car,neutral
its not good quality not according to the pictureand defferent design,negative
bad paper type material,negative
"Got a refurbished product. But I didn't get the time to return it within 10 days return window. Facing lots of problems. Now I have to take it to the service center. Wifi is turning off automatically after 30min approx. Bluetooth is not connecting. Battery level drops very fast. Overall phone is average, camera is best in class, although there is sd660 but performance somehow lags and noticeable considerably.",negative
dont expect more they are simple,neutral
20 days working after display not show,negative
Funny thing with Amazon. The prefer sending all small and useless stuffs in bubbles wraps and air bags but send the phones in packets. The phone is good. It's Redmi 6Pro (A2) however on the website when we search for Redmi Note 6 Pro this phone comes up. Phone is Good though.,positive
honey finish,neutral
This product is overall good but sometimes person on the other side is unable to hear my voice while playing PUBG and other apps😅 yes I am a mobile gamer.,positive
delivery third class,negative
According to price very good product,positive
otg is not working dont buy waste of money,negative
i give 4 stars because it showing 5966gb out of 64gb,neutral
"I received the phone yesterday. It is a review after 24 hrs. I didn't use it from 9.30 PM to 9.30 am. Pros; Excellent display, Excellent UI Good processor ( never experienced a lag) Good camera ( though it struggles in low light.) Good call reception Nice audio experience on earphone, when Dolby atmos is on. Low SAR value. Cons, Battery life (without playing any game, I got one day of life from 100 percentage charged one.) Mobile signal reception is average. The phone's overall performance is good. It is nice to use. I glad to recommend this for someone.",positive
Very well balanced sound. No frequency too overpowering. Material is also not bad. I wish it came with angled jack. The worst experience I faced with this order was the time it took to reach me. A solid 17 days!,positive
worst product first i received broken bowl then i replaced second this is not microwave safe plate burned after using in microwave,negative
Best product in under 1500 range,positive
voice not clear,negative
dont take it for keeping more booksit can bear weight of light books only,neutral
improve your quality,neutral
bulb not working,neutral
"Camera is hopeless.Its not 48 mp.pictures are not sharp and clear There is some network issue also,notifications especially of whatspp, are not delivered promptly.tried all possible settings but the messages/notifications are delivered only on opening the whatsapp.some basic features like contact shortcut,screenshot with ease are missing. Could have done if i had not bought this mobile.",neutral
An amazing book to change the perspective of life and how you live.. 🤘🏼,positive
Display 3.7/5 — but u will get use too it not too bad better than expensive android phones (DONT BUY IF DISPLAY IS YOUR PRIORITY) Camera 4/5 — not proper potrait mode Sound/mic 5/5 — speaker are amazing Interface 5/5 — 3d touch is back Handy — 3/5 got big hands than its ok Battery — 5/5 1 day easily on full charge Gaming perfomance — 5/5 awesome Appereance and feel — 4/5 I’TS A HYBRID WELL,positive
Overall product is good but still TCL want improve many think,positive
Nice TV and using since November 2018.,positive
This product is very fabulous.. Small and very strong.,positive
Although having iPhone 8 I ordered iPhone 7 in sale for rs 35k value for money if u want iPhone ... They r just amazing ...❤️❤️ Thanks amazon for 1 day delivery,positive
low quality thing its written room darkening but its transperant,negative
very bad product c type cable is not supported and battery backup is very bad,negative
Wow amazing good mobile Sema 6k segment la intha mobile vida Vera ethuvum illa camera sound display battery ellame super face unlock super totally it's a amazing💕😍,positive
"The phone is good, working in a nice condition, but they did not gave apple convertor in it.",positive
this product is apple's best work .. if u wish to bring a change in your life plus a feel good factor.. buy this.. its a class apart from all of the Android crap.. which eventually hangs..,positive
Great phone in this price. I am using this from last 6 month without any issue.,positive
pocket is pathetic otherwise good for daily use,negative
not so long lastinggg,negative
Awesome FHD smart TV. More than value of money. Thank you Kevin team for providing such good quality TV at very reasonable price.,positive
5 star for the product 1 star for the ekart delivery person he was manner less,neutral
no apple support after buying,negative
its been three days from the date i received this productno one came for installation,neutral
iron dead under 15days,negative
midiyam not good not bad,neutral
less polycotton packed,neutral
not in correct size,neutral
IT LOOKS PREMIUM... BATTERY LASTS FOR 4-5 hr ON NORMAL USE... SOUND QUALITY IS AWESOME AND LOUD ... I GOT IT FOR 68.5K... SSD IS EXTREMLY FAST...,positive
Ya the product is value for money... Thanks to amazone.I got it in a offer of 26k,positive
Quite good.,neutral
It's really good product,positive
"I am happy to buy this set And it is good qualities of features of this phn I liked . Its bettry life is good And camera was amazing And camera quality is good & voice systems ,music system all are good.",positive
low quality fabrics,negative
low price than market,negative
Too heavy to carry,neutral
Using for 2 days only but everything looks fine. Transparent cover also included in the package but disappointed to find there is no earphones in ghe package.,positive
I prefer every student or non-student guy to go through this book once if you want to learn english from depth as you have learnt your mother tongue.,positive
very cheap quality torn in one week,negative
this product is local not eyeconic because kajal is spread on skin,negative
ashok,neutral
its very soft and light in weight and handygood for light winter,neutral
worst phone lagging too much hang hang hang performance is not good camera quality is pathetic,negative
Good.As per specification of suppliers,positive
I am yet to try the Sadhanas. But book is very well written. Full of knowledge. Stands out from other spirituality book genre.,positive
"Auto focus is not working properly, picture quality is good",neutral
Best in reng,neutral
ok ok not up to the mark breaks down easily its not air tight,neutral
expensive ink but ok,neutral
